scenario,year,total,japanese,foreign,male,female,under15,working_age_15_64,age65plus,foreign_share,age65plus_share
observed_inflows_reference,2084,15425882.764250845,13470250.308567237,1955632.4556836071,7467929.877578552,7957952.886672293,1427520.2296140564,9694792.701982925,4303569.832653864,0.12677604812450305,0.27898369891850183
observed_inflows_reference,2085,15429842.387449848,13471941.258561201,1957901.128888647,7469651.743151288,7960190.64429856,1427574.3328592107,9692765.751940347,4309502.302650291,0.12689054623663187,0.2792965860853838
observed_inflows_reference,2086,15433834.726858672,13473905.128375012,1959929.5984836607,7471313.460791342,7962521.266067332,1427592.257851279,9690836.35397178,4315406.115035614,0.12698915293377483,0.2796068631942614
observed_inflows_reference,2087,15437783.332606021,13476051.067325674,1961732.2652803464,7472889.45920311,7964893.873402912,1427576.898799073,9691062.969833383,4319143.463973563,0.1270734420230518,0.2797774376617357
observed_inflows_reference,2088,15441750.138105705,13478435.059712697,1963315.0783930076,7474371.879798869,7967378.258306837,1427531.347016279,9691399.083589492,4322819.7074999325,0.12714330052188336,0.2799436377896365
observed_inflows_reference,2089,15445480.657802664,13480780.09492565,1964700.5628770133,7475717.233092461,7969763.424710205,1427458.9927869947,9691834.865403954,4326186.799611718,0.1272022934349082,0.2800940220287828
observed_inflows_reference,2090,15448929.490686163,13483026.960015168,1965902.5306709944,7476915.429488649,7972014.061197516,1427363.7942909608,9692363.11351547,4329202.582879732,0.12725169933982777,0.2802267034417963
observed_inflows_reference,2091,15452057.561662454,13485122.035704767,1966935.5259576864,7477960.486643191,7974097.075019264,1427250.1750598776,9692975.722478218,4331831.6641243575,0.12729279049786738,0.2803401195496391
observed_inflows_reference,2092,15454834.934373137,13487020.390007626,1967814.5443655085,7478850.573409886,7975984.3609632505,1427122.9648087579,9693386.365761401,4334325.603802976,0.12732679143592063,0.2804511094559148
observed_inflows_reference,2093,15457361.620465942,13488811.689352982,1968549.9311129597,7479605.982286869,7977755.638179074,1426987.6821591328,9693819.25259134,4336554.6857154695,0.12735355356547715,0.28054947488410703
observed_inflows_reference,2094,15459467.10165193,13490303.701678142,1969163.399973786,7480203.833551768,7979263.26810016,1426848.425559278,9694240.922327857,4338377.753764795,0.127375891227413,0.28062919150047644
observed_inflows_reference,2095,15461170.044169482,13491500.670906553,1969669.373262929,7480654.437893128,7980515.606276354,1426708.8914152065,9694620.534006545,4339840.61874773,0.12739458706139162,0.280692897520024
observed_inflows_reference,2096,15462491.551291902,13492409.857626477,1970081.6936654241,7480968.134642578,7981523.416649324,1426572.4273956378,9694932.744912203,4340986.378984061,0.1274103650844564,0.2807430073338581
observed_inflows_reference,2097,15463455.044620408,13493041.55743147,1970413.4871889357,7481155.348289448,7982299.696330959,1426442.0992967365,9695156.205778196,4341856.739545476,0.12742388305221763,0.28078179986405866
observed_inflows_reference,2098,15464064.861676527,13493389.84033069,1970675.021345836,7481224.084738336,7982840.776938193,1426320.6601640244,9695331.75200195,4342412.449510553,0.12743577054113484,0.2808066629539326
observed_inflows_reference,2099,15464375.145308258,13493494.196063988,1970880.9492442699,7481188.754528965,7983186.390779293,1426209.7017078002,9695452.019644774,4342713.423955683,0.1274465298937226,0.2808204911708457
observed_inflows_reference,2100,15464412.43540598,13493370.870102894,1971041.5653030858,7481060.698629843,7983351.736776136,1426110.325588817,9695510.756549943,4342791.353267219,0.12745660874837764,0.2808248532821292
