緯度,経度,施設名,所在地,水飲み栓設置場所,営業時間,入場料等,タイプ,稼働停止,備考
35.72255235,139.6364196,鷺宮スポーツ・コミュニティプラザ,中野区白鷺３－１－１３,１階体育館,土曜・平日 9:00~22:45、日曜・祝日 9:00~21:45,,ボトルディスペンサー型,,
35.69561169,139.6771235,中央図書館中野第一小学校分室,中野区本町3-16-1,１階書架横,"10:00~19:00
【休館日】毎週火・木・日曜日・祝日
※夏期休業等は毎日開館（中央図書館の休館日を除く）",,飲み口型,,
35.69361964,139.6681401,鍋横区民活動センター,中野区本町５－４７－１３,１階ロビー,8:30~22:00(年末年始を除く),,飲み口型,,
35.71758007,139.6542806,野方図書館,中野区野方3-19-5,１階ロビー,"9:00~20:00
【休館日】定期休館日：毎月第2月曜日（その日が休日の場合は直後の休日でない日）、館内整理日：毎月最終金曜日（その日が休日の場合はその前日）、年末年始（12/29~1/3）",,飲み口型,,
35.71844154,139.653142,野方区民ホール,中野区野方5-3-1,B2階ホワイエ,"9:00~22:00
定休日：毎月第2月曜※休日にあたる場合はその翌日、年末年始",,飲み口型,,
35.71842847,139.6533331,野方区民活動センター,中野区野方５－３ー１,１・２・３階,8:30~22:00(年末年始を除く),,飲み口型,,
35.68774957,139.6702884,中央図書館みなみの小学校分室,中野区弥生町4-27-11,１階授乳室・トイレ前,"10:00~19:00
【休館日】毎週火・木・日曜日・祝日
※夏期休業等は毎日開館（中央図書館の休館日を除く）",,飲み口型,,
35.68814468,139.6686868,南部スポーツ・コミュニティプラザ,中野区弥生町５－１１－２６,１階ロビー,9:30~23:00,,ボトルディスペンサー型,,
35.74410048,139.7857216,町屋ふれあい館,荒川区町屋1-35-8,1階、2階、3階,9:00~22:00,,飲み口型,,
35.75035747,139.7834876,荒木田ふれあい館,荒川区町屋6-13-2,1階、2階、3階,9:00~22:00,,飲み口型,,
35.52716809,139.4847009,つくし野コミュニティセンター,町田市つくし野２－２６－５,２階,午前9時～午後10時（休館日を除く）,,飲み口型,,
35.55689018,139.4471593,サン町田旭体育館,町田市旭町３－２０－６０,１・２階ロビー,"午前9時～午後9時
休館日(第1･第3月曜、年末年始)、土日大会時利用不可",有料,ボトルディスペンサー型・飲み口型,,
35.5871016,139.4117634,町田市バイオエネルギーセンター,町田市下小山田町3160番地,2階,午前8時30分～午後10時,,ボトルディスペンサー型,,
35.5765543,139.4571386,鶴川エリア中学校給食センター,町田市金井２－２８－２,１階,午前9時～午後7時（年末年始を除く）,,ボトルディスペンサー型,,
35.52383551,139.4667753,南市民センター（2025年12月1日～使用不可）,町田市金森４－５－６,１階,午前8時30分～午後10時,,飲み口型,,
35.54045557,139.4503436,町田市立中央図書館,町田市原町田３－２－９,４・６階,"火･水･金：午前10時～午後8時
木･土･日･祝休日：午前10時～午後5時
休館日：月・第二木",,飲み口型,,
35.5425246,139.4515902,町田市民文学館,町田市原町田4-16-17,1階,"午前10時～午後5時
休館日：月・第二木",,飲み口型,,
35.54408557,139.4550693,町田市立国際版画美術館,町田市原町田4-28-1,1階,"平日　午前10時～午後5時（入館は4時30分まで）
土・日・祝日　午前10時～午後5時30分（入館は5時まで）
休館日　毎週月曜日（祝日および振替休日にあたった場合はその翌日）12月28日～1月4日",,飲み口型,,
35.54182,139.44991,町田市民フォーラム,町田市原町田４－９－８サウスフロントタワー町田,３・４階,午前9時～午後10時（休館日を除く）,,飲み口型,,
35.54608619,139.4499944,町田市健康福祉会館,町田市原町田５－８ー２１,１階ロビー,午前8時30分から午後5時,,飲み口型,,
35.57715,139.49309,三輪コミュニティセンター,町田市三輪緑山４－１４－４,１階,午前9時～午後10時（休館日を除く）,,飲み口型,,
35.56861982,139.4368366,木曽山崎コミュニティセンター,町田市山崎町２１６０－４,Ａ館１・３階ロビー,"(2025年2月25日～2026年６月30日※改修工事期間）
・午前８時30分～午後５時
(通常開館時）
・午前8時30分～午後10時",,飲み口型,,
35.59696592,139.3689661,小山市民センター（2026年7月～9月休館予定）,町田市小山町２５０７番地１,１階,"8：30～22：00
2026年1月4日～2027年3月25日8：30～19：00（予定、休館期間除く）",,飲み口型,,
35.54658,139.4389,町田市庁舎,町田市森野２－２－２２,１階,午前8時30分から午後5時,,飲み口型,,
35.54654072,139.4395652,町田市民ホール,町田市森野２－２－３６,１階、２階,午前9時から午後10時,,飲み口型,,
35.58631396,139.4138639,町田市立室内プール,町田市図師町１９９－１,室内プール１階プールサイド・２階ロビー,午前9時～午後9時,一部有料,飲み口型,,
35.586225,139.4137252,町田市立室内プール　町田桜の湯,町田市図師町１９９－１,温浴棟　２階脱衣所（男女）,午前10時から午後9時,有料,飲み口型,,
35.54360114,139.4727281,成瀬コミュニティセンター,町田市西成瀬２－４９－１,１階,"9:00～22:00
（休館日を除く）",,飲み口型,,
35.60933903,139.3196799,相原中央公園管理棟,町田市相原町２０１８,管理事務所１階,"午前8時30分～午後9時
休館日(年末年始)不可",一部有料,飲み口型,,
35.58881188,139.4675834,鶴川市民センター,町田市大蔵町１９８１－４,１階ロビー・２階ホワイエ,午前8時30分～午後10時,,飲み口型,,
35.55140344,139.4441327,町田市立さるびあ図書館,町田市中町2-13-23,１階,"火･水･金：午前10時～午後6時
木･土･日･祝休日：午前10時～午後5時
休館日：月・第二木",,飲み口型,,
35.57858275,139.4157901,忠生市民センター,町田市忠生３－１４－２,１階エントランスロビー・２階ホワイエ,午前8時30分～午後10時,,飲み口型,,
35.5368623,139.4730064,なるせ駅前市民センター,町田市南成瀬１－２－５,１階,午前8時30分から午後10時（行政窓口は午後5時）,,飲み口型,,
35.53612,139.47917,町田市立総合体育館,町田市南成瀬５－１２,１階,午前9時から午後9時,,ボトルディスペンサー型・飲み口型,,
35.53517,139.48488,成瀬クリーンセンター,町田市南成瀬８－１－１,１階ロビー,平日午前8時30分~午後5時（年末年始を除く）,,飲み口型,,
35.58263786,139.4788761,町田市立鶴川駅前図書館,町田市能ヶ谷１－２－１,２階,"月～金：午前9時30分～午後8時
土･日･祝休日：午前9時30分～午後6時
休館日：第一月・第三月",,飲み口型,,
35.55502849,139.4286318,木曽森野コミュニティセンター,町田市木曽東１－２,１階,午前9時～午後10時（休館日を除く）,,飲み口型,,
35.55776,139.4303,水道局町田サービスステーション,町田市木曽東１－４－１,１階,平日8:30-17:15,,飲み口型,,
35.59248,139.43889,町田GIONスタジアム,町田市野津田町２０３５,１階　待機場所,"4～9月：午前9時～午後6時、10～3月：午前9時～午後5時
休館日(毎月曜、年末年始)、試合等開催時不可",有料,ボトルディスペンサー型,,
35.64770976,139.5346749,下石原地域福祉センター,調布市下石原３－７２－１,ホール,毎月第4月曜日，年末年始を除く9:00～17:00,,飲み口型,,
35.65761705,139.5659645,菊野台地域福祉センター,調布市菊野台１－３８－１,１階廊下,毎月第4月曜日，年末年始を除く9:00～17:00,,飲み口型,,
35.6615951,139.5627291,北部公民館,調布市柴崎２－５－１８,１階,月曜日，年末年始，館内整理のための臨時休館日等を除く9:00～21:30,,飲み口型,,
35.65824129,139.5827473,東部公民館,調布市若葉町１-２９-２１,２階湯沸室,月曜日，年末年始，館内整理のための臨時休館日等を除く9:00～21:30,,飲み口型,,
35.64696474,139.5361962,調布市郷土博物館,調布市小島町３－２６－２,１階フロアーだれでもトイレ前,,,飲み口型,,
35.65756443,139.5275334,調布市民西調布体育館,調布市上石原２－４－１,ロビー,,,飲み口型,,
35.67216772,139.545869,神代植物公園,調布市深大寺元町５－３１－１０,植物会館１階ロビー,"9:30~17:00（最終入園は16:00まで）
休園日：毎週月曜日（月曜日が祝日・休日の場合はその翌日）",有料,飲み口型,,
35.67336743,139.5477601,神代植物公園,調布市深大寺北町１－４－６,植物多様性センター,"9:30~17:00
休園日：毎週月曜日（月曜日が祝日・休日の場合はその翌日）",有料,飲み口型,,
35.67272515,139.5517245,調布市総合体育館,調布市深大寺北町２－１－６５,体育館,,,ボトルディスペンサー型・飲み口型,,
35.65882155,139.5762415,神代出張所,調布市東つつじケ丘1-3-16,１階ロビー,土日祝日を除く8時30分から17時15分,,ボトルディスペンサー型・飲み口型,,
35.6510047,139.5789739,金子地域福祉センター,調布市西つつじヶ丘４－４３－３,１階廊下,毎月第4月曜日，年末年始を除く9:00～17:00,,飲み口型,,
35.66507176,139.5248537,武蔵野の森総合スポーツプラザ,調布市西町２９０－１１,サブアリーナ前自販機並び・サブアリーナ（※有料）,,一部有料,ボトルディスペンサー型・飲み口型,,
35.63961243,139.5564348,染地地域福祉センター,調布市染地３－３－１,１階廊下,毎月第4月曜日，年末年始を除く9:00～17:00,,飲み口型,,
35.66403878,139.534653,富士見地域福祉センター,調布市富士見町４－１５－６,１階廊下,毎月第4月曜日，年末年始を除く9:00～17:00,,飲み口型,,
35.66929156,139.5839164,緑ケ丘地域福祉センター,調布市緑ケ丘２－１８－４９,玄関ホール,毎月第4月曜日，年末年始を除く9:00～17:00,,飲み口型,,
35.74742544,139.5073532,水道局東久留米サービスステーション,東久留米市滝山６－１－１,１階,平日8:30-17:15,,飲み口型,,
35.75812691,139.5297455,東久留米市役所庁舎,東久留米市本町３－１－１,１階,"午前8時半～午後9時半
休館日:年末年始、施設点検日(年1～2回)",,飲み口型,,
35.73706336,139.6360472,練馬区立美術館,練馬区貫井1－36－16,２階,"10:00~18:00
定休日：月曜日（祝休日のときは、その翌平日）",,飲み口型,,
35.74696474,139.4691512,栄町児童館,東村山市栄町３ー１４ー１,児童館廊下,,,飲み口型,,
35.75962,139.45209,廻田公民館,東村山市廻田町４－１９－１,１階ロビー,,,飲み口型,,
35.77103618,139.4863445,秋津公民館,東村山市秋津町２－１７－１０,１階ロビー・２階ロビー,,,飲み口型,,
35.7711469,139.4866152,秋津図書館,東村山市秋津町２－１７－１０,１階,,,飲み口型,,
35.77340232,139.4834426,秋津児童館,東村山市秋津町３ー５１ー２５,児童館１階廊下,,,飲み口型,,
35.74170758,139.4784877,萩山公民館,東村山市萩山町２－１３－１,１階ロビー,,,飲み口型,,
35.75704418,139.4618553,美住リサイクルショップ　※故障のため一時使用不可,東村山市美住町２－１１－３２,１階,,,飲み口型,,
35.74412016,139.4613563,富士見図書館,東村山市富士見町１－７－３５,１階,,,飲み口型,,
35.74652285,139.4631174,富士見公民館,東村山市富士見町５－４－５１,１階ロビー・２階ロビー,,,飲み口型,,
35.75520113,139.4681849,中央図書館,東村山市本町１－１－１０,１・２階,,,飲み口型,,
35.75425709,139.4682571,いきいきプラザ,東村山市本町１－２－３,"１・２・３・４階自販機コーナー
１階休日準夜応急診療所",,,飲み口型,,
35.75470549,139.4684851,東村山市役所本庁舎,東村山市本町１－２－３,地下１階・１・２・３・４・６階,,,飲み口型,,
35.75976934,139.4670608,中央公民館,東村山市本町２－３３－２,１・２・３階,,,飲み口型,,
35.76509023,139.4533778,北山児童館,東村山市野口町３ー２６ー２,児童館１階廊下,,,飲み口型,,
35.76617383,139.4541692,八国山たいけんの里,東村山市野口町３－４８－１,１階ロビー,,,飲み口型,,
35.73882068,139.4340696,東大和市民会館ハミングホール,東大和市向原６－１,ハミングホール地下,,,飲み口型,,
35.73599646,139.4216182,東大和市民体育館,東大和市桜が丘２－１６７－１３,地下１階・１・２階,,,飲み口型,,
35.74163004,139.4159671,水道局東大和サービスステーション,東大和市上北台３－４４７,１階,平日8:30-17:15,,飲み口型,,
35.74090264,139.4476016,清原市民センター,東大和市清原４ー１ー１６号棟１階,清原市民センターロビー,,,飲み口型,,
35.74533689,139.4262862,東大和市役所,東大和市中央３－９３０,１・２・３・４・５階,,,飲み口型,,
35.75506087,139.4231643,東大和市立郷土博物館,東大和市奈良橋１－２６０－２,喫茶コーナー,,,飲み口型,,
35.72974103,139.7898925,東日暮里ふれあい館,荒川区東日暮里1-17-3,2階,9:00~22:00,,飲み口型,,
35.73001766,139.7813443,夕やけこやけふれあい館,荒川区東日暮里3-11-19,4階,9:00~22:00,,飲み口型,,
35.73305,139.77603,ひぐらしふれあい館,荒川区東日暮里6-28-15,1階、2階、3階、4階,9:00~22:00,,飲み口型,,
35.74479129,139.7714128,東尾久本町通りふれあい館,荒川区東尾久2-37-14,1階、2階、3階,9:00~22:00,,飲み口型,,
35.66719155,139.8168639,東陽図書館,江東区東陽2-3-6（教育センター）,1階,"月～土：9時～20時
日曜・祝日・休日・12/28：9時～19時
※特別整理期間及び全館休館日を除く",,飲み口型,,
35.73332975,139.7983291,南千住駅前ふれあい館,荒川区南千住7-1-1,2階,9:00~22:00,,飲み口型,,
35.7346131,139.8070577,汐入ふれあい館,荒川区南千住8-2-2,2階,9:00~22:00,,ボトルディスペンサー型・飲み口型,,
35.66310432,139.3688069,日野市発達教育・支援センター,日野市旭が丘２－４２－８,１階 玄関付近（※土足禁止）,"月～金：9:00~18:00
第4日曜日：9:00~17:00
休館日：土・日・祝・年末年始",,ボトルディスペンサー型,,
35.66112,139.36658,東京都立大学　日野キャンパス,日野市旭が丘６－６,大学会館１階,"９時から２２時
（第1，3火曜休館）",,飲み口型,,
35.65816,139.41403,七生公会堂,日野市三沢３ー５０－１,１、２階　計２か所,"9:00~21:30
休館日：月・第2火曜日・年末年始",,ボトルディスペンサー型,,
35.671343,139.395011,日野市役所,日野市神明１－１２－１,１階,8:30~17:00,,ボトルディスペンサー型,,
35.67110326,139.3958648,子ども包括支援センターみらいく,日野市神明1-13-2,１階,"8:30~20:00
休館日：祝・年末年始",,ボトルディスペンサー型,,
35.66582494,139.4283649,クリーンセンター,日野市石田１－２１０－２,２階,"8:30~17:15
休館日：土・日",,ボトルディスペンサー型,,
35.65982389,139.3805858,日野市立ひの市民活動支援センター本館,日野市多摩平1-10-1,１階,"9:00~22:00
休館日：年末年始",,ボトルディスペンサー型,,
35.66500323,139.3824507,水道局日野サービスステーション,日野市多摩平２－７－２,１階,平日8:30-17:15,,飲み口型,,
35.66516533,139.3762715,ひの社会教育センター,日野市多摩平３－１－１３,１階,"月～土：9:00~21:00
日：9:00~17:00
休館日：お盆時期・年末年始",,ボトルディスペンサー型,,
35.65195394,139.4160579,湯沢福祉センター,日野市程久保８７３,１階,"9:00~21:30
休館日：月・祝・年末年始",,ボトルディスペンサー型,,
35.66354916,139.3848188,カワセミハウス,日野市東豊田３ー２６－１,１階,"9:00~21:30
休館日：月・年末年始",,ボトルディスペンサー型,,
35.67592,139.40025,生活・保健センター,日野市日野本町１－６－２,１階,"8:30~21:30
休館日：月・年末年始",,ボトルディスペンサー型,,
35.67878956,139.3994716,日野図書館,日野市日野本町７－５－１４,２階,"火～金：10:00~19:00
土・日・祝：10:00~17:00
休館日：月・年末年始",,ボトルディスペンサー型,,
35.67954711,139.4001188,中央公民館,日野市日野本町７－５ー２３,１階 談話室,"火～金：10:00~19:00
土・日・祝：10:00~17:00
休館日：月・年末年始",,ボトルディスペンサー型,,
35.66478029,139.3830786,日野市社会福祉協議会,"日野市日野本町7－５―２３
中央福祉センター",２階,"9:00~21:30
休館日：月・祝日・年末年始",,ボトルディスペンサー型,,
35.657761,139.430914,百草図書館,"日野市百草２０４－１
ガーデンビュー石神Ｄ２階",２階 エレベーター前,"火～金：10:00~19:00
土・日・祝：10:00~17:00
休館日：月・年末年始",,ボトルディスペンサー型,,
35.6573,139.338843,学園都市センター,"八王子市旭町９－１
八王子スクエアビル１１階・１２階",１２階,9:00～22：00,,飲み口型,,
35.62708451,139.3826326,由木中央市民センター,八王子市下柚木２－１０－６,玄関風除室,9：00～21：30,,飲み口型,,
35.69959587,139.3238886,加住市民センター,八王子市加住町１－３３８,１階　通路　事務所前,9：00～21：30,,飲み口型,,
35.6665,139.31616,八王子市役所,八王子市元本郷町３－２４－１,１階,8:30～17:00,,ボトルディスペンサー型・飲み口型,,
35.64362672,139.2768609,浅川市民センター,八王子市高尾町１６５２－１,１階ロビー,9：00～21：30,,飲み口型,,
35.65078,139.34464,子安市民センター,八王子市子安町２－６－１,２階体育室前,9：00～21：30,,飲み口型,,
35.63430743,139.4216201,由木東市民センター,八王子市鹿島１１１－１,体育室・事務所受付前通路,9：00～21：30,,飲み口型,,
35.68310214,139.2862424,元八王子市民センター,八王子市上壱分方町７４７－１,会議室２入り口付近,9：00～21：30,,飲み口型,,
35.67411668,139.2687441,恩方市民センター,八王子市西寺方町２６０－４,ロビー階段前,9：00～21：30,,飲み口型,,
35.68026543,139.364442,石川市民センター,八王子市石川町４３８,センター玄関ホール,9：00～21：30,,飲み口型,,
35.68663663,139.2987728,生涯学習センター川口分館,八王子市川口町３８３８,２階,9：00～21：30,,ボトルディスペンサー型・飲み口型,,
35.68656225,139.2988228,川口市民センター,八王子市川口町３８３８,１階,9：00～21：30,,ボトルディスペンサー型・飲み口型,,
35.65508331,139.3201423,台町市民センター,八王子市台町３－２０－１,２階体育室入口,9：00～21：30,,飲み口型,,
35.66450065,139.3279231,大横保健福祉センター,八王子市大横町１１ー３５,１階地域交流・情報スペース,"9：00-21：00
（日曜日、祝日は9：00-17：00）
毎月第1日曜日、年末年始は休館日",,飲み口型,,
35.66473054,139.3277873,"コニカミノルタ サイエンスドーム
（八王子市こども科学館）",八王子市大横町９－１３,１・２階,"･土日祝日および市立学校の夏季・冬季・春季休業期間
午前10時～午後５時 
･火～金曜日
正午～午後５時（午前９時～正午は事前予約団体専用）
休館日　毎週月曜日
（詳細はＨＰで確認してください）",有料,飲み口型,,
35.6630699,139.3519114,大和田市民センター,八王子市大和田町５－９－１,２階体育室前,9：00～21：30,,飲み口型,,
35.68180375,139.3185781,中野市民センター,八王子市中野町２７２６－７,１階体育室入口,9：00～21：30,,飲み口型,,
35.68127251,139.3182855,八王子市甲の原体育館,八王子市中野町２７２６－８,１・２階,9:00～21:30,,飲み口型,,
35.65030613,139.2954042,長房市民センター,八王子市長房町５０６－２,１階ホール,9：00～21：30,,飲み口型,,
35.64533541,139.2921492,東浅川保健福祉センター,八王子市東浅川町５５１－１,２階,"8：30～21：00
（ただし年末年始と第２月曜日を除く）",,ボトルディスペンサー型・飲み口型,,
35.65851993,139.3401264,"生涯学習センター
（クリエイトホール）",八王子市東町５－６,地下１・4・７・１０階,9：00～22：00,,飲み口型,,
35.65857768,139.3399601,生涯学習センター図書館,"八王子市東町５－６
クリエイトホール内",２・３階,10：00～19：00,,飲み口型,,
35.61839239,139.3799593,東京都立大学　南大沢キャンパス図書館,八王子市南大沢１－１,２・３階,,,飲み口型,,
35.61654417,139.3774789,東京都立大学　南大沢キャンパス,八王子市南大沢１－１,講堂内だれでもトイレ脇,,,ボトルディスペンサー型,,
35.61191315,139.3792482,生涯学習センター南大沢分館,八王子市南大沢２－２７,２階,9：00～21：30,,飲み口型,,
35.6120689,139.3792602,南大沢市民センター,八王子市南大沢２－２７,公共棟３階　ロビー掲示板前,9：00～21：30,,飲み口型,,
35.61142255,139.3794935,南大沢文化会館,八王子市南大沢２－２７,１階　市民ロビー,9:00～22：00,,飲み口型,,
35.61219718,139.3794164,南大沢事務所,"八王子市南大沢２－２７　
フレスコ南大沢1階",１階　,10:00～17:00,,飲み口型,,
35.61169214,139.3794578,南大沢図書館,"八王子市南大沢２－２７
フレスコ南大沢地下１階",地下１階,10：00～19：00,,飲み口型,,
35.61189202,139.3792584,南大沢保健福祉センター,"八王子市南大沢２－２７
フレスコ南大沢公共棟１階",1階　保健福祉センター内ロビー,"9：00～17:00
休館日：日曜日、祝日（敬老の日は除く）、年末年始",,ボトルディスペンサー型・飲み口型,,
35.641362,139.340195,由井市民センター,八王子市片倉７０２－１,１階給湯室前,9：00～21：30,,飲み口型,,
35.65623024,139.3521895,北野環境学習センター（あったかホール）,八王子市北野町５９６－３,２階、３階、４階,"8:30～21:00（平日）
7:30～21:00（休日）
※夏季(6/1～9/30)は22:00まで",,飲み口型,,
35.66245,139.33226,芸術文化会館,八王子市本町24-1,1階,9:00～22：00,,飲み口型,,
35.63387416,139.3105326,横山南市民センター,八王子市椚田町１３７ー３,１階ロビー,9：00～21：30,,飲み口型,,
35.75452788,139.7155938,東板橋図書館,板橋区加賀１－１０－１５,1・２階,"9:00~20:00
定休日：第3月曜日、月末（土日祝日と重なる場合は翌平日）",,ボトルディスペンサー型・飲み口型,,
35.75363496,139.7155629,植村記念加賀スポーツセンター,板橋区加賀１－１０－５,地下１階通路・１階自動販売機横・１階プール場内・２階トレーニング受付前,"平日9:00~23:00、土日祝日9:00~21:00
休館日：毎月第3月曜日（国民の祝日にあたる時はその翌日）、年末年始",,飲み口型,,
35.79195744,139.6456585,西高島平駅（都営三田線）,板橋区高島平６－１,ホーム,始発から終電まで,有料,飲み口型,,
35.79013,139.65457,新高島平駅（都営三田線）,板橋区高島平７－１,ホーム,始発から終電まで,有料,飲み口型,,
35.78877,139.66158,高島平駅（都営三田線）,板橋区高島平８－２－１,ホーム,始発から終電まで,有料,飲み口型,,
35.79151,139.66425,高島平温水プール,板橋区高島平８－２８－１,M2階プール・２階トレーニングルーム,"平日9:00~23:00、土日祝日9:00~21:00
休館日：毎月第2月曜日（国民の祝日にあたる時はその翌日）、年末年始",,飲み口型,,
35.78711884,139.672799,西台駅（都営三田線）,板橋区高島平９－１－１,ホーム,始発から終電まで,有料,飲み口型,,
35.75707,139.67569,上板橋体育館,板橋区桜川１－３－１,１階ロビー・１階屋内プール内・２階トレーニングルーム内,"平日9:00~23:00、土日祝日9:00~21:00
休館日：毎月第2月曜日（国民の祝日にあたる時はその翌日）、年末年始",,ボトルディスペンサー型・飲み口型,,
35.77580398,139.6953719,志村坂上駅（都営三田線）,板橋区志村１－１４－１３,ホーム,始発から終電まで,有料,飲み口型,,
35.77758,139.68617,志村三丁目駅（都営三田線）,板橋区志村３－２３－１,ホーム,始発から終電まで,有料,飲み口型,,
35.77322632,139.6999984,志村図書館,板橋区小豆沢１－８－１,１階,"9:00～20:00
定休日：第3月曜日、月末（土日祝日と重なる場合は翌平日）",,飲み口型,,
35.77847607,139.6983286,小豆沢体育館,板橋区小豆沢３－１－１,体育棟１階ロビー・２階トレーニング室前・3階多目的室前・プール棟１F ・プール棟B1F,"平日9:00~23:00、土日祝日9:00~21:00
休館日：毎月第2月曜日（国民の祝日にあたる時はその翌日）、年末年始",,飲み口型,,
35.74554325,139.6808245,小茂根図書館,板橋区小茂根１－６－２,１階児童コーナー子ども用トイレ入口,"9:00~20:00
定休日：第3月曜日、月末（土日祝日と重なる場合は翌平日）",,ボトルディスペンサー型・飲み口型,,
35.76285909,139.6813922,中央図書館,板橋区常盤台４－３―１,１階予約受取コーナー脇、３階携帯電話ブース前,"9:00~20:00
定休日：第2月曜日、月末（土日祝日と重なる場合は翌平日）",,ボトルディスペンサー型・飲み口型,,
35.77852988,139.6323684,成増図書館,"板橋区成増３－１３－１
アリエス3階",３階,"9:00~20:00
定休日：第3月曜日、月末（土日祝日と重なる場合は翌平日）",,ボトルディスペンサー型・飲み口型,,
35.77408687,139.6687587,西台図書館,板橋区西台３－１３－２,1階男子トイレ入口、女子トイレ入口、児童コーナー子ども用トイレ入口,"9:00~20:00
定休日：第3月曜日、月末（土日祝日と重なる場合は翌平日）",,飲み口型,,
35.77793607,139.6416106,赤塚体育館,板橋区赤塚５－６－１,体育館棟２階・プール棟地下２階・少年運動場,"平日9:00~23:00、土日祝日9:00~21:00
休館日：毎月第2月曜日（国民の祝日にあたる時はその翌日）、年末年始",,飲み口型,,
35.77870226,139.6447098,赤塚図書館,板橋区赤塚６－３８－１,児童室側入口,"9:00～20:00
定休日：第3月曜日、月末（土日祝日と重なる場合は翌平日）",,飲み口型,,
35.7612596,139.7055281,板橋本町駅（都営三田線）,板橋区大和町１７－１,ホーム,始発から終電まで,有料,飲み口型,,
35.75118,139.69638,仲町地域センター,板橋区仲町２０－５,３階,8:30~21:30,,飲み口型,,
35.74881077,139.7201613,新板橋駅（都営三田線）,板橋区板橋１－５３－１７,ホーム,始発から終電まで,有料,飲み口型,,
35.75165076,139.7097052,板橋区役所前駅（都営三田線）,板橋区板橋２－６６－１７,ホーム,始発から終電まで,有料,飲み口型,,
35.75170749,139.7074389,水道局板橋営業所,板橋区氷川町３ー６,１階,平日8:30-17:15,,飲み口型,,
35.78418091,139.6790161,蓮根駅（都営三田線）,板橋区蓮根２－３１－３０,ホーム,始発から終電まで,有料,飲み口型,,
35.76852238,139.7024191,本蓮沼駅（都営三田線）,板橋区蓮沼町１９－８,ホーム,始発から終電まで,有料,飲み口型,,
35.61471452,139.7020726,荏原区民センター,品川区荏原５ー６ー５,１階ロビー,,,ボトルディスペンサー型,,
35.60385,139.7003,旗の台児童センター,品川区旗の台５－１９－５,児童センター内,,,飲み口型,,
35.61453948,139.7163172,戸越駅（都営浅草線）,品川区戸越３－４－１７,ホーム,始発から終電まで,有料,飲み口型,,
35.60746971,139.7154106,大原児童センター,品川区戸越６－１６－１,児童センター内,,,飲み口型,,
35.62217533,139.7125619,中原児童センター,品川区小山１－４－１,児童センター内,,,飲み口型,,
35.62067626,139.7092012,後地児童センター,品川区小山２－９－１９,児童センター内,,,飲み口型,,
35.62257182,139.7167495,五反田図書館,品川区西五反田６－５－１,２階図書館内,,,飲み口型,,
35.60062073,139.71755,伊藤児童センター,品川区西大井６－１３－１,児童センター内,,,飲み口型,,
35.60140133,139.7142221,冨士見台児童センター,品川区西大井６－１－８,児童センター内,,,飲み口型,,
35.61243777,139.7085588,中延児童センター,品川区西中延１－６－１６,児童センター内,,,飲み口型,,
35.61158713,139.7079503,水道局品川営業所,品川区西中延１－９－１０,１階,平日8:30-17:15,,飲み口型,,
35.60736463,139.7081015,西中延児童センター,品川区西中延３－８－５,児童センター内,,,飲み口型,,
35.61402677,139.7262257,三ツ木児童センター,品川区西品川２－６－１３,児童センター内,,,飲み口型,,
35.60458,139.72977,一本橋児童センター,品川区大井２－２５－１,児童センター内,,,飲み口型,,
35.60227745,139.7338558,大井倉田児童センター,品川区大井４－１１－３４,児童センター内,,,飲み口型,,
35.59817,139.72887,滝王子児童センター,品川区大井５－１９－１４,児童センター内,,,飲み口型,,
35.59821949,139.7292233,大井図書館,品川区大井５－１９－１４,１階図書館内,,,飲み口型,,
35.61922781,139.7253734,大崎図書館分館,品川区大崎３－１２－２２,地下１階図書館内,,,飲み口型,,
35.61221,139.71085,荏原文化センター,品川区中延１－９－１５,２階,,,飲み口型,,
35.60551337,139.709877,源氏前図書館,品川区中延４－１４－１７,３階図書館内,,,飲み口型,,
35.62615,139.72377,五反田駅（都営浅草線）,品川区東五反田１－２６－２,ホーム,始発から終電まで,有料,飲み口型,,
35.62427,139.72833,総合体育館,品川区東五反田２－１１－２,地下２階,,,飲み口型,,
35.62804738,139.7233834,東五反田児童センター,品川区東五反田５－２４－１,児童センター内,,,飲み口型,,
35.60330844,139.741482,東大井児童センター,品川区東大井１－２２－１６,児童センター内,,,飲み口型,,
35.60774779,139.7138009,東中延児童センター,品川区東中延２－５－１０,児童センター内,,,飲み口型,,
35.60583194,139.7127566,中延駅（都営浅草線）,品川区東中延２－９－１２,ホーム,始発から終電まで,有料,飲み口型,,
35.61913,139.74596,東品川児童センター,品川区東品川１－３４－９,児童センター内,,,飲み口型,,
35.61946234,139.7501783,天王洲公園,"品川区東品川２－５－４２
～２－６－２３",クラブハウス１階ロビー,,,飲み口型,,
35.59173974,139.7343728,南大井児童センター,品川区南大井３－７－１３,児童センター内,,,飲み口型,,
35.59159197,139.7343875,南大井図書館,品川区南大井３－７－１３,４階図書館内,,,飲み口型,,
35.59551,139.73419,水神児童センター,品川区南大井５－１３－１９,児童センター内,,,飲み口型,,
35.61352411,139.7387649,南品川児童センター,品川区南品川４－５－２８,児童センター内,,,飲み口型,,
35.60800065,139.7266923,二葉図書館,品川区二葉１－４－２５,２階図書館内,,,飲み口型,,
35.59996695,139.7515185,八潮児童センター,品川区八潮５－１０－２７,児童センター内,,,飲み口型,,
